hour,minute,time_of_day,day_name,day_of_week,is_weekend,destination_type,distance_to_dest_miles,gas_level_pct,driver_fatigue_level,speed_mph,trip_duration_minutes,weather,traffic,heart_rate_bpm,last_break_minutes_ago,outside_temp_f,is_night_driving,suggestion_label,suggestion_name,norm_distance,norm_gas,norm_fatigue,norm_speed,norm_trip_min,norm_heart_rate,norm_last_break,norm_temp_f
0,43,night,Thu,3,0,gym,0.76,82.8,6.16,62.4,92.0,clear,medium,78.3,8.0,27.9,1,9,arrived_soon,0.0327,0.8635,0.6227,0.6884,0.5234,0.2681,0.0533,0.3124
5,53,morning,Tue,1,0,work,8.11,70.1,2.36,57.4,17.3,clear,low,73.1,17.9,16.0,0,0,no_action,0.0865,0.6837,0.2244,0.611,0.0909,0.3442,0.0615,0.1815
5,59,morning,Sat,5,1,gym,14.91,45.0,5.33,90.0,60.5,clear,low,84.9,7.2,19.4,0,5,speed_alert,0.1796,0.4851,0.5642,0.9859,0.3312,0.4584,0.0516,0.233
11,33,morning,Thu,3,0,gas_station,21.46,93.5,2.23,68.1,2.6,fog,high,68.5,22.1,16.4,0,6,weather_warning,0.1938,0.8802,0.276,0.7812,0.0373,0.2603,0.1402,0.2127
22,38,night,Thu,3,0,gas_station,5.68,14.6,5.3,77.6,42.8,clear,medium,87.3,0.4,82.1,1,0,no_action,0.0571,0.1442,0.5124,0.8484,0.2821,0.4628,0.0,0.752
22,25,night,Tue,1,0,hospital,7.36,59.6,2.95,51.1,2.6,clear,medium,68.0,180.0,-5.7,1,0,no_action,0.1254,0.539,0.3038,0.5266,0.0,0.2137,0.9874,0.0202
12,0,afternoon,Mon,0,0,home,0.96,43.0,2.28,59.5,38.5,fog,low,71.9,24.3,107.8,0,6,weather_warning,0.0673,0.3798,0.3031,0.6335,0.2434,0.3029,0.1054,0.9961
2,23,night,Thu,3,0,school,5.19,47.2,4.39,63.7,14.6,snow,medium,71.9,6.2,54.0,1,6,weather_warning,0.0754,0.5015,0.4343,0.7508,0.1221,0.281,0.01,0.5806
13,0,afternoon,Sun,6,1,home,17.59,11.4,3.18,90.0,25.8,rain,medium,77.6,90.4,95.8,0,5,speed_alert,0.1931,0.0591,0.2977,0.9678,0.0865,0.3485,0.4351,0.8422
3,48,night,Sun,6,1,home,10.29,42.6,4.98,55.0,33.1,clear,high,80.8,94.1,52.1,1,0,no_action,0.0784,0.4384,0.4949,0.5909,0.1642,0.3485,0.5521,0.5202
22,32,night,Wed,2,0,gas_station,18.11,30.6,5.68,55.6,35.2,fog,medium,74.8,15.7,75.2,1,6,weather_warning,0.2377,0.3058,0.501,0.6287,0.2538,0.3579,0.1423,0.6794
11,3,morning,Sun,6,1,restaurant,1.89,82.2,2.38,67.0,40.2,clear,medium,70.3,13.1,107.5,0,9,arrived_soon,0.0542,0.8539,0.2152,0.6624,0.1702,0.296,0.0607,0.9567
12,6,afternoon,Wed,2,0,work,5.26,90.6,2.9,61.3,14.3,rain,high,66.7,4.3,18.2,0,6,weather_warning,0.0427,0.8304,0.2265,0.651,0.0951,0.2121,0.0292,0.2932
0,36,night,Fri,4,0,grocery,16.43,6.1,5.31,44.8,40.7,rain,low,87.1,105.6,35.6,1,7,route_to_gas,0.1468,0.0642,0.5408,0.474,0.2224,0.4455,0.6555,0.377
11,5,morning,Sat,5,1,hospital,16.41,57.1,1.37,78.8,24.0,clear,medium,72.9,12.7,95.9,0,0,no_action,0.2358,0.5566,0.1136,0.8391,0.2032,0.3114,0.0605,0.9203
1,48,night,Thu,3,0,hospital,47.55,43.7,4.65,50.9,54.8,clear,low,76.8,28.5,81.3,1,10,coffee_suggestion,0.5052,0.4199,0.4465,0.5978,0.316,0.2742,0.1214,0.806
21,2,evening,Tue,1,0,work,10.88,29.4,5.51,59.1,9.1,rain,medium,74.2,35.1,12.4,1,1,take_break_now,0.1234,0.2986,0.5486,0.6316,0.0483,0.3399,0.1916,0.16
18,40,evening,Sat,5,1,gas_station,5.15,7.3,3.45,69.9,12.5,clear,medium,74.9,67.4,103.3,0,3,refuel_now,0.0382,0.0589,0.3244,0.7676,0.1048,0.317,0.4486,0.9491
1,46,night,Mon,0,0,grocery,0.23,20.4,3.25,31.4,9.9,rain,high,69.6,0.1,61.8,1,4,refuel_soon,0.0,0.2356,0.3107,0.316,0.0617,0.2293,0.0,0.6207
18,58,evening,Mon,0,0,school,3.03,66.1,5.29,43.2,100.1,clear,medium,88.8,143.2,75.3,0,2,take_break_soon,0.0481,0.6302,0.5136,0.5039,0.5879,0.4835,0.7968,0.7335
18,15,evening,Sat,5,1,grocery,3.28,3.3,7.05,59.3,83.6,clear,low,85.2,21.0,74.0,0,7,route_to_gas,0.0428,0.0385,0.7253,0.6754,0.4719,0.457,0.1153,0.7123
19,55,evening,Sat,5,1,hospital,12.49,15.3,2.38,38.1,5.0,clear,medium,75.4,55.3,7.6,0,4,refuel_soon,0.2158,0.1462,0.246,0.4117,0.0388,0.3422,0.3037,0.1997
4,8,night,Sat,5,1,gym,20.68,12.4,3.06,90.0,22.3,clear,low,70.0,22.5,104.5,1,5,speed_alert,0.2234,0.144,0.2868,1.0,0.0976,0.2313,0.0977,0.9185
21,33,evening,Wed,2,0,gas_station,5.14,55.2,5.01,57.7,30.5,clear,low,74.1,3.8,27.0,1,0,no_action,0.0684,0.5724,0.4598,0.6112,0.1476,0.2906,0.0,0.2661
11,11,morning,Sun,6,1,gym,28.4,17.4,2.6,70.4,16.9,rain,high,79.8,16.5,28.9,0,5,speed_alert,0.2968,0.1633,0.2742,0.7915,0.1243,0.3557,0.093,0.322
3,25,night,Mon,0,0,work,2.65,76.2,3.8,70.0,39.8,fog,high,66.4,34.4,-6.8,1,6,weather_warning,0.0087,0.735,0.3782,0.7966,0.1775,0.192,0.2365,0.0
2,56,night,Sat,5,1,school,7.28,39.8,3.45,71.7,7.2,clear,low,76.9,34.1,74.9,1,0,no_action,0.0474,0.3576,0.3712,0.8023,0.0742,0.3349,0.1474,0.7367
11,16,morning,Fri,4,0,work,3.84,44.9,3.26,38.6,14.9,clear,low,71.8,21.6,2.4,0,0,no_action,0.0372,0.4393,0.3011,0.4615,0.0728,0.2675,0.1089,0.046
21,2,evening,Mon,0,0,gas_station,9.49,62.7,6.23,46.6,55.8,clear,low,89.7,40.9,27.8,1,1,take_break_now,0.0827,0.5957,0.6163,0.5266,0.2953,0.5134,0.2098,0.3333
0,9,night,Wed,2,0,restaurant,20.24,16.6,4.54,69.6,20.5,snow,high,81.5,16.2,72.2,1,6,weather_warning,0.1891,0.1513,0.4739,0.7686,0.1178,0.4269,0.1157,0.6804
5,44,morning,Sun,6,1,school,0.28,13.1,1.35,68.7,4.3,clear,high,69.4,52.3,51.9,0,4,refuel_soon,0.0033,0.1297,0.0784,0.7509,0.0256,0.2345,0.2833,0.5305
14,13,afternoon,Thu,3,0,restaurant,38.03,15.6,4.59,51.5,83.7,clear,low,82.0,16.3,95.4,0,4,refuel_soon,0.3929,0.1808,0.4352,0.562,0.3838,0.3816,0.075,0.8479
10,19,morning,Thu,3,0,work,18.94,31.0,1.13,55.5,4.3,clear,medium,69.1,31.2,88.6,0,0,no_action,0.145,0.2922,0.1123,0.5979,0.0427,0.2307,0.1443,0.8133
0,1,night,Mon,0,0,gym,19.32,15.6,3.37,47.5,3.4,rain,low,68.7,112.4,42.7,1,4,refuel_soon,0.1618,0.1732,0.3549,0.5006,0.0113,0.1775,0.6099,0.4512
7,33,morning,Tue,1,0,grocery,26.29,62.9,2.93,49.5,43.7,rain,low,73.5,101.1,63.2,0,0,no_action,0.2668,0.6178,0.2598,0.552,0.2465,0.3227,0.566,0.6469
9,0,morning,Fri,4,0,hospital,9.48,57.2,4.31,62.9,78.1,fog,medium,68.3,85.2,100.3,0,6,weather_warning,0.098,0.5337,0.4472,0.6791,0.4369,0.2204,0.5311,0.9784
14,22,afternoon,Sat,5,1,restaurant,6.89,4.5,2.82,46.9,17.8,clear,medium,77.7,18.5,85.4,0,7,route_to_gas,0.1128,0.0192,0.2895,0.4931,0.0921,0.3694,0.1059,0.7529
3,19,night,Fri,4,0,grocery,5.53,24.7,6.16,69.0,77.1,clear,medium,90.1,107.8,49.8,1,1,take_break_now,0.0737,0.1832,0.6093,0.8013,0.4287,0.4857,0.6255,0.5275
7,48,morning,Sat,5,1,gym,1.68,41.1,0.0,36.8,5.1,clear,low,66.4,128.9,20.8,0,9,arrived_soon,0.0469,0.4431,0.0,0.4269,0.0208,0.2453,0.7352,0.221
23,23,night,Mon,0,0,grocery,5.9,83.3,6.97,34.1,53.3,clear,high,88.1,42.0,24.4,1,1,take_break_now,0.0572,0.8337,0.717,0.357,0.2975,0.4664,0.1855,0.2592
6,13,morning,Wed,2,0,hospital,3.44,90.7,2.46,74.6,41.4,clear,low,64.4,5.3,23.3,0,0,no_action,0.0603,0.8823,0.2517,0.8395,0.2254,0.1919,0.0215,0.258
4,6,night,Sat,5,1,school,27.49,65.1,3.58,29.4,3.5,rain,medium,74.5,2.6,87.9,1,0,no_action,0.2501,0.6722,0.3617,0.2894,0.0144,0.3474,0.0647,0.8374
22,12,night,Sun,6,1,gas_station,4.45,22.0,4.36,54.3,16.5,clear,low,80.1,75.3,71.5,1,0,no_action,0.0044,0.2398,0.4973,0.606,0.0897,0.3856,0.4792,0.6487
17,17,evening,Mon,0,0,gas_station,44.07,42.4,2.67,49.4,11.7,rain,low,69.6,34.2,12.1,0,0,no_action,0.4697,0.4963,0.2251,0.5921,0.0669,0.2689,0.1405,0.2285
18,32,evening,Tue,1,0,gym,15.93,19.0,3.0,57.0,1.4,clear,medium,81.2,4.0,8.4,0,4,refuel_soon,0.1514,0.2001,0.2815,0.6067,0.0393,0.3876,0.0828,0.1545
21,51,evening,Sun,6,1,gym,1.2,94.4,4.6,52.4,10.5,snow,medium,86.8,60.5,105.4,1,6,weather_warning,0.0,0.9944,0.4571,0.5631,0.0501,0.4158,0.379,0.9501
17,58,evening,Tue,1,0,gas_station,3.86,52.5,2.71,60.2,21.0,clear,low,67.7,40.2,95.2,0,0,no_action,0.0506,0.5121,0.2807,0.664,0.0695,0.2215,0.1902,0.8244
11,15,morning,Tue,1,0,gas_station,3.23,17.8,0.99,39.3,18.3,clear,high,68.4,58.0,69.4,0,0,no_action,0.0365,0.1647,0.067,0.4446,0.0651,0.2432,0.4011,0.7026
14,4,afternoon,Sat,5,1,gym,30.55,15.4,3.1,52.5,49.4,snow,high,74.0,21.8,73.8,0,6,weather_warning,0.282,0.1694,0.3033,0.5781,0.2923,0.2958,0.1125,0.7123
15,24,afternoon,Mon,0,0,gas_station,0.51,41.6,1.15,61.8,2.8,rain,medium,72.6,19.6,58.1,0,9,arrived_soon,0.0021,0.4571,0.1221,0.706,0.0238,0.2904,0.087,0.5888
19,50,evening,Fri,4,0,gym,9.68,17.6,4.53,47.9,30.3,clear,high,68.3,21.0,64.5,0,4,refuel_soon,0.0858,0.1264,0.4803,0.5103,0.2072,0.2209,0.0979,0.6156
8,40,morning,Sun,6,1,hospital,6.94,96.5,2.62,61.0,29.5,clear,low,77.4,37.1,34.0,0,0,no_action,0.0674,1.0,0.2902,0.6907,0.1917,0.3654,0.1931,0.3264
19,1,evening,Sun,6,1,hospital,1.47,42.6,3.8,26.7,34.2,clear,medium,70.7,9.4,4.4,0,9,arrived_soon,0.0,0.4156,0.3814,0.3503,0.1753,0.2449,0.0985,0.1086
11,42,morning,Sun,6,1,grocery,15.15,17.8,4.32,54.3,42.5,clear,medium,76.6,73.1,101.0,0,4,refuel_soon,0.0727,0.1529,0.4364,0.5998,0.2484,0.3408,0.3971,0.9088
5,31,morning,Mon,0,0,gas_station,32.76,89.9,4.07,50.5,18.4,clear,high,76.8,72.8,26.6,0,0,no_action,0.3199,0.9247,0.4142,0.5681,0.0684,0.3064,0.4685,0.2996
1,12,night,Wed,2,0,restaurant,11.16,26.8,4.06,34.3,44.1,clear,low,88.3,20.3,31.1,1,0,no_action,0.1088,0.3502,0.4325,0.3563,0.2628,0.4565,0.0719,0.3322
5,52,morning,Wed,2,0,home,4.9,40.1,5.28,65.7,42.0,rain,low,70.5,62.2,103.6,0,5,speed_alert,0.0989,0.4105,0.5447,0.7307,0.2028,0.2421,0.309,0.9086
10,29,morning,Fri,4,0,home,8.4,17.3,2.0,76.1,16.4,clear,low,66.5,17.0,49.2,0,4,refuel_soon,0.0716,0.1648,0.1782,0.8091,0.0485,0.1356,0.0628,0.5123
3,28,night,Mon,0,0,school,14.1,7.2,1.46,30.7,12.5,clear,low,63.1,46.9,32.9,1,7,route_to_gas,0.1816,0.1444,0.1316,0.3018,0.0023,0.1563,0.2508,0.3376
6,15,morning,Sun,6,1,home,30.74,11.0,1.78,68.3,60.7,clear,medium,61.7,37.1,27.8,0,4,refuel_soon,0.33,0.121,0.2105,0.7711,0.3436,0.1825,0.2204,0.3169
4,21,night,Sat,5,1,hospital,14.25,8.3,4.64,54.2,32.9,rain,medium,78.6,13.0,101.0,1,7,route_to_gas,0.214,0.0809,0.4514,0.6035,0.1225,0.3344,0.1014,0.9058
11,26,morning,Fri,4,0,gym,31.96,96.0,4.54,40.1,60.9,rain,low,72.4,4.3,84.7,0,10,coffee_suggestion,0.3267,1.0,0.4342,0.4542,0.3478,0.2726,0.0461,0.8124
2,1,night,Sat,5,1,grocery,11.97,28.3,3.27,61.6,34.8,rain,low,76.5,67.8,54.7,1,6,weather_warning,0.099,0.3009,0.3065,0.7148,0.186,0.3118,0.3393,0.5469
4,19,night,Tue,1,0,restaurant,3.99,91.9,4.28,42.4,39.0,clear,high,79.4,32.5,77.3,1,0,no_action,0.045,0.916,0.473,0.5005,0.2072,0.3673,0.1864,0.7387
20,35,evening,Wed,2,0,gym,9.14,95.8,5.16,57.9,11.6,fog,low,84.0,20.9,85.8,0,6,weather_warning,0.0962,1.0,0.5154,0.623,0.0593,0.4278,0.1118,0.7975
1,51,night,Sat,5,1,hospital,5.68,60.0,2.29,68.3,4.3,clear,low,68.6,56.7,39.9,1,0,no_action,0.0828,0.621,0.247,0.7564,0.0314,0.2648,0.2954,0.3968
15,31,afternoon,Fri,4,0,gas_station,22.61,69.3,1.8,52.6,22.3,clear,medium,63.1,44.8,109.5,0,0,no_action,0.2116,0.6811,0.165,0.6181,0.1499,0.1663,0.2377,1.0
18,7,evening,Sun,6,1,hospital,14.56,83.6,2.14,43.5,2.1,clear,low,60.8,45.0,90.3,0,0,no_action,0.1587,0.8292,0.2307,0.4887,0.0,0.1908,0.2397,0.8592
20,6,evening,Mon,0,0,restaurant,9.94,31.2,3.49,63.2,1.0,rain,medium,82.2,9.0,58.1,0,6,weather_warning,0.0774,0.2922,0.3711,0.6723,0.0163,0.4253,0.0473,0.5979
11,9,morning,Sat,5,1,home,23.11,30.0,1.99,39.2,33.3,clear,medium,72.2,2.5,10.6,0,0,no_action,0.2267,0.4036,0.2073,0.4242,0.2275,0.2219,0.0168,0.2317
10,15,morning,Thu,3,0,gym,0.4,14.8,0.89,46.6,16.6,clear,high,74.0,2.7,45.8,0,4,refuel_soon,0.0,0.164,0.0489,0.5111,0.1015,0.2658,0.0,0.4623
7,25,morning,Thu,3,0,gym,30.39,99.9,2.88,38.9,37.2,clear,low,75.7,62.5,24.7,0,0,no_action,0.3401,1.0,0.2459,0.5033,0.206,0.3324,0.3591,0.2781
23,12,night,Fri,4,0,school,1.98,3.0,4.68,42.4,3.9,clear,medium,66.8,69.5,72.6,1,7,route_to_gas,0.0,0.0467,0.5315,0.5123,0.0141,0.2101,0.4125,0.7217
18,56,evening,Mon,0,0,hospital,20.13,37.0,2.25,75.7,17.1,fog,high,82.1,28.5,88.9,0,6,weather_warning,0.2176,0.4679,0.1887,0.8204,0.1074,0.4125,0.2169,0.8042
5,55,morning,Sun,6,1,work,20.59,9.6,2.34,58.1,33.9,clear,medium,75.9,6.5,5.0,0,7,route_to_gas,0.1722,0.0704,0.2027,0.6226,0.1951,0.3226,0.0425,0.1396
13,10,afternoon,Sun,6,1,work,10.81,16.3,4.75,69.7,40.1,clear,medium,88.3,33.8,69.1,0,4,refuel_soon,0.1417,0.1488,0.501,0.7545,0.2086,0.455,0.1979,0.6942
9,30,morning,Mon,0,0,home,16.71,13.6,2.58,66.5,6.6,clear,low,67.0,41.4,91.0,0,4,refuel_soon,0.1911,0.1219,0.2454,0.7896,0.0154,0.1918,0.2259,0.8544
5,39,morning,Mon,0,0,gas_station,12.71,14.1,3.55,45.1,6.4,rain,low,73.0,7.5,61.5,0,0,no_action,0.1093,0.1413,0.3548,0.509,0.0983,0.2974,0.0,0.6053
15,15,afternoon,Sun,6,1,gym,11.71,2.0,3.18,46.9,38.0,rain,low,70.3,21.7,12.4,0,7,route_to_gas,0.1206,0.0,0.305,0.5521,0.2254,0.2702,0.0676,0.2419
0,34,night,Sat,5,1,gym,8.14,40.7,2.02,55.4,2.4,snow,low,77.8,13.5,48.7,1,6,weather_warning,0.0646,0.4173,0.1756,0.5483,0.0255,0.3631,0.0691,0.4549
16,8,afternoon,Fri,4,0,restaurant,0.89,50.8,2.87,84.3,20.1,clear,low,71.4,76.0,109.0,0,5,speed_alert,0.0379,0.5212,0.282,0.9328,0.1338,0.2209,0.4045,0.9578
21,14,evening,Fri,4,0,gym,33.62,35.5,5.2,62.1,60.7,clear,low,78.3,17.6,92.1,1,10,coffee_suggestion,0.2873,0.4032,0.5253,0.7287,0.3051,0.3262,0.0628,0.8579
10,1,morning,Fri,4,0,grocery,10.19,26.1,2.34,78.2,36.5,rain,low,68.8,75.5,95.3,0,5,speed_alert,0.051,0.3039,0.2301,0.8914,0.1804,0.2304,0.3937,0.9145
13,24,afternoon,Sun,6,1,gym,11.66,62.4,3.89,39.9,38.6,clear,high,68.3,18.6,47.8,0,0,no_action,0.115,0.5745,0.4046,0.4551,0.2719,0.2544,0.0904,0.506
16,29,afternoon,Tue,1,0,gas_station,10.34,36.4,5.58,38.8,105.2,rain,low,90.1,13.9,79.5,0,2,take_break_soon,0.096,0.3241,0.5702,0.4492,0.6586,0.4831,0.0689,0.7288
2,9,night,Thu,3,0,hospital,12.96,10.9,4.0,54.8,62.6,clear,medium,72.1,14.4,88.6,1,4,refuel_soon,0.1832,0.1352,0.3794,0.6245,0.3556,0.2606,0.103,0.8331
13,46,afternoon,Mon,0,0,restaurant,33.12,90.1,2.63,39.2,17.7,clear,low,83.5,48.6,11.8,0,0,no_action,0.3021,0.9107,0.2222,0.4217,0.0335,0.4255,0.2552,0.1372
22,51,night,Sun,6,1,home,3.57,88.5,5.26,41.2,20.4,clear,low,79.8,51.8,43.6,1,0,no_action,0.0385,0.9132,0.5504,0.4535,0.1048,0.3199,0.2562,0.4561
4,15,night,Wed,2,0,gas_station,2.38,38.1,2.48,76.5,39.6,rain,low,83.2,23.5,-9.9,1,5,speed_alert,0.0348,0.3531,0.2571,0.8165,0.241,0.4468,0.1389,0.0
4,50,night,Thu,3,0,gym,1.85,8.7,5.49,42.7,55.2,clear,low,77.3,72.6,44.6,1,7,route_to_gas,0.0672,0.0975,0.5625,0.4983,0.2689,0.3609,0.3811,0.4643
20,16,evening,Mon,0,0,hospital,2.94,4.1,4.83,41.5,2.8,clear,high,89.3,36.9,44.4,0,7,route_to_gas,0.0607,0.0521,0.4558,0.3882,0.0011,0.5145,0.1944,0.4771
10,24,morning,Tue,1,0,grocery,27.75,98.1,1.58,48.1,19.8,clear,low,71.2,4.8,31.6,0,0,no_action,0.2884,1.0,0.1837,0.5239,0.1199,0.3,0.0836,0.3687
1,30,night,Wed,2,0,home,9.36,37.7,2.82,37.9,48.4,rain,low,85.4,43.5,28.0,1,0,no_action,0.0771,0.427,0.1979,0.391,0.3506,0.4604,0.2086,0.3152
7,38,morning,Fri,4,0,home,5.51,39.3,0.0,39.5,2.7,rain,high,59.6,22.3,53.6,0,0,no_action,0.0192,0.2987,0.0,0.4247,0.0,0.1659,0.1058,0.5562
7,30,morning,Sun,6,1,restaurant,62.69,52.3,2.09,40.8,26.7,clear,medium,68.6,30.5,-9.5,0,0,no_action,0.6009,0.5248,0.1903,0.4253,0.0997,0.2215,0.1867,0.0
15,59,afternoon,Sun,6,1,school,22.86,88.8,4.12,53.5,26.1,rain,medium,78.3,4.2,104.6,0,0,no_action,0.2401,0.9118,0.3838,0.5612,0.1936,0.3564,0.0047,0.9367
10,2,morning,Wed,2,0,grocery,15.85,49.7,1.64,59.4,13.1,clear,medium,69.2,2.7,18.4,0,0,no_action,0.1587,0.5211,0.1488,0.6056,0.081,0.2615,0.0321,0.249
7,24,morning,Sat,5,1,home,5.78,92.3,0.38,46.2,7.7,rain,low,64.0,0.2,4.8,0,0,no_action,0.0306,0.9211,0.0271,0.5213,0.0768,0.1652,0.0,0.1327
2,39,night,Wed,2,0,home,7.03,77.2,4.93,43.3,106.6,fog,medium,79.5,4.5,23.4,1,10,coffee_suggestion,0.0671,0.7693,0.4872,0.4885,0.6146,0.3318,0.0,0.2263
4,26,night,Sun,6,1,hospital,5.33,74.1,5.17,67.8,78.3,clear,medium,81.6,34.3,8.0,1,10,coffee_suggestion,0.1015,0.7777,0.5277,0.7238,0.4666,0.3497,0.2385,0.1557
15,59,afternoon,Wed,2,0,home,14.36,37.8,4.84,35.4,72.0,clear,high,77.4,23.7,24.6,0,10,coffee_suggestion,0.153,0.3804,0.4375,0.3539,0.4002,0.4024,0.1492,0.2367
19,7,evening,Tue,1,0,grocery,10.26,42.5,5.75,61.8,48.4,snow,medium,82.4,15.7,95.6,0,6,weather_warning,0.1318,0.4115,0.5349,0.7456,0.2505,0.3879,0.0851,0.8818
15,47,afternoon,Tue,1,0,gas_station,10.15,7.8,5.79,63.7,86.7,snow,low,78.3,138.8,53.8,0,6,weather_warning,0.1242,0.0587,0.565,0.7005,0.5203,0.2973,0.7316,0.4731
21,58,evening,Fri,4,0,home,4.33,35.7,4.77,61.1,8.7,clear,medium,70.1,7.7,-8.9,1,0,no_action,0.0693,0.3836,0.4956,0.6562,0.049,0.2414,0.0365,0.0704
22,34,night,Wed,2,0,grocery,6.38,84.0,6.14,31.1,25.6,clear,low,86.5,62.0,66.0,1,1,take_break_now,0.0368,0.8301,0.6786,0.348,0.1064,0.4613,0.3041,0.5971
7,13,morning,Sun,6,1,home,5.97,67.3,2.31,59.1,33.1,clear,low,74.6,53.1,68.1,0,0,no_action,0.1075,0.6678,0.2668,0.6732,0.1398,0.2743,0.27,0.6251
20,30,evening,Sat,5,1,grocery,22.2,93.2,5.66,55.4,27.3,rain,medium,89.4,4.7,61.0,0,2,take_break_soon,0.2066,0.9287,0.5426,0.6304,0.1624,0.4601,0.062,0.5951
18,11,evening,Thu,3,0,school,5.23,27.8,4.0,35.3,34.1,fog,low,84.2,7.5,107.6,0,0,no_action,0.084,0.2986,0.3723,0.4439,0.2054,0.4155,0.0216,0.9879
23,36,night,Thu,3,0,work,3.33,6.8,5.8,52.6,7.6,rain,medium,84.5,50.0,25.3,1,7,route_to_gas,0.0672,0.0434,0.5774,0.5296,0.076,0.4934,0.28,0.2306
21,43,evening,Sat,5,1,home,4.64,19.4,5.99,56.9,72.6,clear,high,81.0,4.7,81.1,1,4,refuel_soon,0.004,0.2235,0.5172,0.6187,0.3847,0.3918,0.043,0.7927
5,33,morning,Sat,5,1,gas_station,0.48,85.2,1.97,60.8,14.1,clear,high,75.9,22.3,80.4,0,9,arrived_soon,0.0,0.8313,0.2094,0.7084,0.0682,0.3467,0.1254,0.7266
13,18,afternoon,Mon,0,0,grocery,5.24,18.6,2.56,61.4,41.0,fog,low,77.4,45.9,47.3,0,6,weather_warning,0.1027,0.1961,0.2439,0.6539,0.2126,0.3065,0.2814,0.4544
17,55,evening,Tue,1,0,gas_station,14.8,56.1,2.93,67.4,19.7,clear,medium,78.7,5.8,-9.6,0,0,no_action,0.1784,0.5167,0.3147,0.7254,0.0601,0.3253,0.0324,0.0
14,38,afternoon,Wed,2,0,hospital,25.86,25.6,3.5,55.0,17.2,rain,low,76.4,4.5,13.1,0,0,no_action,0.2595,0.255,0.3417,0.5989,0.0975,0.3309,0.0,0.2162
2,51,night,Wed,2,0,work,4.52,63.7,5.05,73.3,60.1,rain,high,91.6,72.8,31.3,1,5,speed_alert,0.0464,0.6491,0.507,0.8399,0.3135,0.4909,0.385,0.3475
23,3,night,Wed,2,0,school,2.96,9.2,6.93,59.6,37.8,clear,medium,85.8,1.9,25.1,1,7,route_to_gas,0.0619,0.1615,0.6641,0.6312,0.1836,0.4953,0.0421,0.2888
1,0,night,Wed,2,0,home,0.6,92.8,3.19,51.5,29.1,rain,low,84.4,57.0,57.8,1,9,arrived_soon,0.0,0.9069,0.3383,0.5771,0.1192,0.4206,0.3143,0.5495
13,6,afternoon,Fri,4,0,gym,10.97,6.1,7.95,55.2,154.3,rain,medium,86.9,24.1,68.1,0,1,take_break_now,0.0923,0.0754,0.7899,0.5272,0.8427,0.4939,0.0832,0.6542
3,29,night,Thu,3,0,school,2.66,88.1,3.61,75.3,10.2,rain,low,71.9,73.6,26.3,1,5,speed_alert,0.0,0.8792,0.3167,0.8853,0.0622,0.2472,0.388,0.246
17,19,evening,Fri,4,0,grocery,12.95,79.8,6.93,85.9,75.4,clear,low,94.2,23.3,77.1,0,5,speed_alert,0.1095,0.7956,0.6913,1.0,0.3865,0.5588,0.1477,0.7259
6,38,morning,Fri,4,0,gas_station,12.99,16.7,0.94,69.1,28.8,rain,high,64.2,4.8,7.6,0,5,speed_alert,0.1155,0.1388,0.0588,0.7177,0.1529,0.1338,0.0,0.1346
9,21,morning,Tue,1,0,gym,8.99,85.5,1.35,43.3,19.9,snow,medium,72.7,6.0,76.8,0,0,no_action,0.1305,0.8668,0.1652,0.4923,0.112,0.2749,0.0441,0.7141
7,55,morning,Fri,4,0,restaurant,22.8,84.6,0.56,60.0,33.1,snow,high,71.8,89.4,84.1,0,6,weather_warning,0.2527,0.8779,0.0598,0.7643,0.2153,0.2818,0.4705,0.7811
17,43,evening,Tue,1,0,home,12.34,74.2,3.09,32.7,32.2,rain,low,79.7,56.5,101.6,0,0,no_action,0.0939,0.7391,0.2633,0.3031,0.2012,0.3484,0.3399,0.9634
8,41,morning,Mon,0,0,work,11.9,47.7,1.56,84.6,13.6,clear,low,63.7,70.2,22.1,0,5,speed_alert,0.1303,0.4482,0.1325,0.9682,0.1285,0.1856,0.3632,0.2778
1,21,night,Sun,6,1,grocery,18.24,15.5,3.29,43.5,10.6,rain,high,82.0,7.1,43.1,1,4,refuel_soon,0.1865,0.1458,0.3696,0.5048,0.0294,0.3693,0.0544,0.4376
1,7,night,Wed,2,0,gym,3.35,96.6,3.83,32.1,10.6,clear,medium,76.6,32.9,79.7,1,0,no_action,0.009,0.9822,0.4001,0.3683,0.0709,0.342,0.2335,0.7806
15,6,afternoon,Mon,0,0,work,15.51,15.0,2.61,24.7,1.8,rain,low,65.7,18.8,71.9,0,4,refuel_soon,0.1542,0.1326,0.2703,0.3045,0.0,0.1964,0.1303,0.6248
0,53,night,Tue,1,0,school,28.19,8.6,2.98,59.4,31.2,clear,low,84.8,20.4,105.7,1,7,route_to_gas,0.3044,0.0952,0.296,0.641,0.1758,0.4622,0.1131,0.9548
11,24,morning,Sun,6,1,gym,13.54,10.6,1.62,72.2,15.7,fog,low,64.3,5.2,58.4,0,6,weather_warning,0.0927,0.0574,0.1368,0.8107,0.1061,0.1915,0.064,0.5173
11,50,morning,Sat,5,1,restaurant,4.17,78.9,1.25,55.5,1.0,fog,medium,73.4,10.8,56.1,0,6,weather_warning,0.0696,0.8302,0.076,0.6346,0.0343,0.285,0.0238,0.5789
14,10,afternoon,Tue,1,0,hospital,14.85,43.3,2.44,70.1,36.3,clear,low,74.2,37.6,19.7,0,0,no_action,0.1204,0.4127,0.226,0.7766,0.2115,0.317,0.2088,0.2072
